Latitude,Longitude,Name,Description
18.240802,-72.518612,"Jacmel Airport","685 meter radius level 2 NFZ around Jacmel"
19.475581,-96.797634,"El Lencero Airport","928 meter radius level 2 NFZ around Xalapa"
42.454722,26.352222,"Bezmer Air Base Airport","1425 meter radius level 2 NFZ around Yambol"
32.311285,-90.074877,"Jackson-Medgar Wiley Evers International Airport","2409 meter radius level 2 NFZ around Jackson"
9.98166,-84.772739,"Punta Renes Airport","913 meter radius level 2 NFZ around Punta Renes"
-11.784048,-75.473585,"Francisco Carle Airport","1507 meter radius level 2 NFZ around Jauja"
69.243422,-51.058165,"Ilulissat Airport","553 meter radius level 2 NFZ around Ilulissat"
30.49814,-81.685875,"Jacksonville International Airport","2652 meter radius level 2 NFZ around Jacksonville"
18.5725,-69.985312,"La Isabela International Airport","928 meter radius level 2 NFZ around La Isabela"
35.834509,-90.642954,"Jonesboro Municipal Airport","1223 meter radius level 2 NFZ around Jonesboro"
37.411531,-121.110131,"City Landing Airport","1610 meter radius level 2 NFZ around Bethel"
38.831264,-94.891098,"New Century Aircenter Airport Airport","1707 meter radius level 2 NFZ around Olathe, KS"
-20.670875,141.719369,"Julia Creek Airport","1333 meter radius level 2 NFZ around Julia Creek"
-11.162666,-40.553798,"Jacobina Airport","845 meter radius level 2 NFZ around Jacobina"
-6.233156,-57.775582,"Jacareacanga Airport","1895 meter radius level 2 NFZ around Jacareacanga"
30.511224,-99.764732,"Kimble County Airport","989 meter radius level 2 NFZ around Junction, TX"
35.892331,-5.306049,"Ceuta Airport","171 meter radius level 2 NFZ around CE"
44.404775,-118.967629,"John Day Airport","1130 meter radius level 2 NFZ around John Day"
-21.790911,-43.385817,"Francisco de Assis Airport","938 meter radius level 2 NFZ around Juiz De Fora"
26.251176,73.048483,"Jodhpur Airport","1779 meter radius level 2 NFZ around Jodhpur"
47.328242,-106.950989,"Jordan Airport","857 meter radius level 2 NFZ around Jordan"
-7.218308,-39.270295,"Orlando Bezerra de Menezes Airport","1213 meter radius level 2 NFZ around Juazeiro Do Norte"
-21.08556,-44.224739,"Prefeito Octávio de Almeida Neves Airport","822 meter radius level 2 NFZ around São João Del Rei"
29.33906,117.175876,"Jingdezhen Airport","6000 meter radius level 2 NFZ around Jingdezhen"
21.678528,39.152622,"King Abdulaziz International Airport","4710 meter radius level 2 NFZ around Jeddah"
18.662984,-74.170414,"Jérémie Airport","638 meter radius level 2 NFZ around Jeremie"
68.721903,-52.784464,"Aasiaat Airport","521 meter radius level 2 NFZ around Aasiaat"
49.207911,-2.19359,"Jersey Airport","1094 meter radius level 2 NFZ around Saint Helier"
40.64613,-73.788954,"John F Kennedy International Airport","3051 meter radius level 2 NFZ around New York"
62.014702,-49.670702,"Paamiut Airport","445 meter radius level 2 NFZ around Paamiut"
22.464725,70.00879,"Jamnagar Airport","1945 meter radius level 2 NFZ around Jamnagar"
19.073367,82.035849,"Jagdalpur Airport","1246 meter radius level 2 NFZ around Jagdalpur"
50.371464,124.117473,"Jiagedaqi Airport","6000 meter radius level 2 NFZ around Jiagedaqi"
39.859645,98.338563,"Jiayuguan Airport","6000 meter radius level 2 NFZ around Jiayuguan"
26.857079,114.735591,"Jinggangshan Airport","6000 meter radius level 2 NFZ around Ji'an"
1.640239,103.669662,"Senai International Airport","2434 meter radius level 2 NFZ around Senai"
21.975052,100.762265,"Xishuangbanna Gasa Airport","6000 meter radius level 2 NFZ around Jinghong"
20.962778,-156.672778,"Kapalua Airport","559 meter radius level 2 NFZ around Lahaina"
66.951369,-53.729196,"Sisimiut Airport","458 meter radius level 2 NFZ around Sisimiut"
42.153333,-79.257778,"Chautauqua County-Jamestown Airport","1162 meter radius level 2 NFZ around Jamestown"
-11.418593,-58.7106,"Juína Airport","1139 meter radius level 2 NFZ around Juína"
11.547222,43.159167,"Djibouti-Ambouli Airport","1625 meter radius level 2 NFZ around Djibouti City"
38.542078,102.348383,"Jinchuan Airport","6000 meter radius level 2 NFZ around Jinchang"
9.332222,42.911944,"Jigiga Airport","1438 meter radius level 2 NFZ around Jijiga"
37.682983,26.346989,"Ikaria Airport","795 meter radius level 2 NFZ around Ikaria Island"
7.662193,36.819234,"Jimma Airport","1795 meter radius level 2 NFZ around Jimma"
29.513915,108.83127,"Qianjiang Wulingshan Airport","6000 meter radius level 2 NFZ around Qianjiang"
29.477223,115.801544,"Jiujiang Lushan Airport","6000 meter radius level 2 NFZ around Jiujiang"
25.067802,61.803932,"Jiwani Airport","1411 meter radius level 2 NFZ around Jiwani"
-7.166943,-76.727335,"Juanjui Airport","1427 meter radius level 2 NFZ around Juanjuí"
57.758104,14.069165,"Jönköping Airport","1318 meter radius level 2 NFZ around Jönköping"
38.344056,26.141065,"Chios Island National Airport","858 meter radius level 2 NFZ around Chios Island"
26.708649,85.921883,"Janakpur Airport","787 meter radius level 2 NFZ around Janakpur"
34.312446,-84.421639,"Cherokee County Airport","1070 meter radius level 2 NFZ around Jacksonville, TX"
60.484462,-149.723164,"Quartz Creek Airport","603 meter radius level 2 NFZ around Cooper Lodge"
23.17991,80.052421,"Jabalpur Airport","1373 meter radius level 2 NFZ around "
-20.292749,-50.546676,"Jales Airport","852 meter radius level 2 NFZ around Jales"
37.434905,25.347737,"Mikonos Airport","1093 meter radius level 2 NFZ around Mykonos Island"
46.929328,-98.678426,"Jamestown Regional Airport","1320 meter radius level 2 NFZ around Jamestown"
46.843462,130.465322,"Jiamusi Airport","6000 meter radius level 2 NFZ around Jiamusi"
-15.473084,-44.384821,"Januária Airport","850 meter radius level 0 NFZ around Januária"
-26.137058,28.241144,"OR Tambo International Airport","3594 meter radius level 2 NFZ around Johannesburg"
35.292778,116.346667,"Jining Qufu Airport","6000 meter radius level 2 NFZ around Jining"
-34.545803,-60.930219,"Junin Airport","788 meter radius level 2 NFZ around Junin"
58.356268,-134.576134,"Juneau International Airport","1415 meter radius level 2 NFZ around Juneau"
37.08113,25.367933,"Naxos Airport","599 meter radius level 2 NFZ around Naxos Island"
40.936653,121.277546,"Jinzhou Airport","6000 meter radius level 2 NFZ around Jinzhou"
62.657759,29.616327,"Joensuu Airport","1671 meter radius level 2 NFZ around Joensuu / Liperi"
-7.787854,110.432145,"Adi Sutjipto International Airport","1235 meter radius level 2 NFZ around Yogyakarta-Java Island"
-31.606141,29.521601,"Port St Johns Airport","563 meter radius level 2 NFZ around Port St Johns"
-26.22448,-48.797701,"Lauro Carneiro de Loyola Airport","950 meter radius level 2 NFZ around Joinville"
56.705134,47.896327,"Yoshkar-Ola Airport","1537 meter radius level 2 NFZ around Yoshkar-Ola"
6.053572,121.012984,"Jolo Airport","1050 meter radius level 2 NFZ around "
9.63818,8.868036,"Yakubu Gowon Airport","2068 meter radius level 2 NFZ around Jos"
-7.148711,-34.951008,"Presidente Castro Pinto International Airport","1642 meter radius level 2 NFZ around Santa Rita"
-10.87015,-61.846911,"Ji-Paraná Airport","1057 meter radius level 2 NFZ around Ji-Paraná"
70.734141,-52.695642,"Qaarsut Airport","585 meter radius level 2 NFZ around Uummannaq"
21.308285,-158.075715,"Kalaeloa (John Rodgers Field) Airport","2583 meter radius level 2 NFZ around Kapolei"
26.73,94.175,"Jorhat Airport","2011 meter radius level 2 NFZ around Jorhat"
-3.429253,37.075991,"Kilimanjaro International Airport","2274 meter radius level 2 NFZ around Arusha"
31.865295,35.216961,"Jerusalem Airport","1049 meter radius level 2 NFZ around Jerusalem"
26.887771,70.8671,"Jaisalmer Airport","1923 meter radius level 2 NFZ around "
35.215595,26.101014,"Sitia Airport","1263 meter radius level 2 NFZ around Crete Island"
39.177829,23.503547,"Skiathos Island National Airport","1064 meter radius level 2 NFZ around Skiathos"
23.183979,89.1605,"Jessore Airport","1574 meter radius level 2 NFZ around Jashahor"
40.316111,-78.833889,"John Murtha Johnstown Cambria County Airport","1327 meter radius level 2 NFZ around Johnstown"
65.413006,-52.940463,"Maniitsoq Airport","519 meter radius level 2 NFZ around Maniitsoq"
37.422814,24.949462,"Syros Airport","634 meter radius level 2 NFZ around Syros Island"
-17.830684,-51.77313,"Jatai Airport","918 meter radius level 2 NFZ around Jatai"
36.400319,25.477648,"Santorini Airport","1376 meter radius level 2 NFZ around Santorini Island"
36.580353,26.375424,"Astypalaia Airport","640 meter radius level 2 NFZ around Astypalaia Island"
4.874339,31.598105,"Juba Airport","1746 meter radius level 2 NFZ around Juba"
30.739651,117.688255,"Jiuhuashan Airport","6000 meter radius level 2 NFZ around Chizhou"
53.681547,7.056441,"Juist Airport","380 meter radius level 2 NFZ around Juist"
-24.390986,-65.095674,"Gobernador Horacio Guzman International Airport","2684 meter radius level 2 NFZ around San Salvador de Jujuy"
-15.468319,-70.15753,"Inca Manco Capac International Airport","2309 meter radius level 2 NFZ around Juliaca"
29.274402,82.193152,"Jumla Airport","437 meter radius level 2 NFZ around Jumla"
-24.839894,143.064746,"Jundah Airport","1084 meter radius level 2 NFZ around Jundah"
72.790279,-56.130642,"Upernavik Airport","492 meter radius level 2 NFZ around Upernavik"
28.967094,118.899507,"Quzhou Airport","6000 meter radius level 2 NFZ around Quzhou"
40.524823,-74.598644,"Central Jersey Regional Airport","553 meter radius level 2 NFZ around Hillsborough, NJ"
42.621405,-89.045086,"Southern Wisconsin Regional (Rock County) Airport","1562 meter radius level 2 NFZ around Janesville, Wi"
-24.601514,24.691486,"Jwaneng Airport","1455 meter radius level 2 NFZ around "
36.774742,48.359498,"Zanjan Airport","1799 meter radius level 2 NFZ around Zanjan"
42.261624,-84.459586,"Reynolds Municipal Airport","969 meter radius level 2 NFZ around Jackson"
62.399639,25.678539,"Jyvaskyla Airport","1685 meter radius level 2 NFZ around Jyväskylän Maalaiskunta"
32.852589,103.683409,"Jiuzhai Huanglong Airport","6000 meter radius level 2 NFZ around Jiuzhaigou"
67.437508,86.62269,"Igarka Airport","1720 meter radius level 2 NFZ around Igarka"
38.952049,-77.458427,"Washington Dulles International Airport","4070 meter radius level 2 NFZ around Washington"
43.107621,-78.947546,"Niagara Falls International Airport","1914 meter radius level 2 NFZ around Niagara Falls"
29.984273,-95.332148,"George Bush Intercontinental Houston Airport","4155 meter radius level 2 NFZ around Houston"
28.056295,9.641737,"In Aménas Airport","2292 meter radius level 2 NFZ around Aménas"
66.976078,-160.434018,"Bob Baker Memorial Airport","780 meter radius level 2 NFZ around Kiana"
9.858641,126.015258,"Siargao Airport","862 meter radius level 2 NFZ around Del Carmen"
29.839589,50.273002,"Bahregan Airport","1314 meter radius level 2 NFZ around Bahregan"
57.560203,40.158074,"Tunoshna Airport","1718 meter radius level 2 NFZ around "
47.178509,27.621222,"Iaşi Airport","1113 meter radius level 2 NFZ around Iaşi"
7.3608,3.976292,"Ibadan Airport","2203 meter radius level 2 NFZ around Ibadan"
4.42183,-75.134039,"Perales Airport","952 meter radius level 2 NFZ around Ibagué"
-21.706808,35.451942,"Indigo Bay Lodge Airport","761 meter radius level 2 NFZ around Bazaruto Island"
-12.350082,40.601994,"Ibo Airport","468 meter radius level 2 NFZ around Ibo"
-11.411082,-69.488398,"Iberia Airport","746 meter radius level 2 NFZ around Iberia"
36.181352,140.416081,"Hyakuri Airport","1750 meter radius level 2 NFZ around Omitama"
38.874859,1.371223,"Ibiza Airport","1877 meter radius level 2 NFZ around Ibiza"
-17.743649,-179.341963,"Cicia Airport","511 meter radius level 2 NFZ around Cicia"
5.955413,-57.040686,"Nieuw Nickerie Airport","382 meter radius level 2 NFZ around Nieuw Nickerie"
40.721854,-95.027348,"Schenck Field Airport","990 meter radius level 2 NFZ around Clarinda"
37.463051,126.442757,"Incheon International Airport","2869 meter radius level 2 NFZ around Seoul"
20.688455,-75.531224,"Nicaro Airport","989 meter radius level 2 NFZ around Nicaro"
44.494167,-116.015183,"Cascade Airport","856 meter radius level 2 NFZ around Cascade"
37.64997,-97.430673,"Wichita Mid Continent Airport","2324 meter radius level 2 NFZ around Wichita"
59.968461,-141.658938,"Icy Bay Airport","989 meter radius level 2 NFZ around Icy Bay"
43.51262,-112.075862,"Idaho Falls Regional Airport","2088 meter radius level 2 NFZ around Idaho Falls"
61.869568,12.689622,"Idre Airport","956 meter radius level 2 NFZ around Idre"
45.942386,-116.123341,"Idaho County Airport","834 meter radius level 2 NFZ around Grangeville"
-26.965011,133.3211,"Indulkana Airport","789 meter radius level 2 NFZ around Indulkana"
-11.572061,-50.665848,"Santa Izabel do Morro Airport","827 meter radius level 2 NFZ around Cristalândia"
37.157512,-95.779663,"Independence Municipal Airport","994 meter radius level 2 NFZ around Independence"
22.720164,75.797314,"Devi Ahilyabai Holkar Airport","1920 meter radius level 2 NFZ around Indore"
46.7172,-2.392463,"Île d'Yeu Airport","712 meter radius level 2 NFZ around Île d'Yeu"
52.13887,15.795584,"Zielona Góra-Babimost Airport","1894 meter radius level 2 NFZ around Babimost"
26.723134,127.785548,"Ie Jima Airport","915 meter radius level 2 NFZ around Ie"
51.294791,13.35486,"Riesa-Göhlis Airport","906 meter radius level 2 NFZ around Riesa"
50.401656,30.451092,"Kiev Zhuliany International Airport","1208 meter radius level 2 NFZ around Kyiv"
42.471199,-93.270648,"Iowa Falls Municipal Airport","868 meter radius level 2 NFZ around Iowa Falls"
-18.875187,141.21592,"Iffley Airport","811 meter radius level 2 NFZ around Fielding"
32.928612,51.561668,"Hesa Airport","1896 meter radius level 2 NFZ around Hesa"
66.058252,-23.135053,"Ísafjörður Airport","739 meter radius level 2 NFZ around Ísafjörður"
52.080407,-114.023931,"Innisfail Airport","957 meter radius level 2 NFZ around "
48.887218,24.69095,"Ivano-Frankivsk International Airport","1690 meter radius level 2 NFZ around Ivano-Frankivsk"
35.156749,-114.559177,"Laughlin Bullhead International Airport","1474 meter radius level 2 NFZ around Bullhead City"
20.975075,-73.667698,"Inagua Airport","1308 meter radius level 2 NFZ around Matthew Town"
39.975187,43.880727,"Iğdır Airport","1886 meter radius level 2 NFZ around Iğdır"
59.323983,-155.902274,"Igiugig Airport","650 meter radius level 2 NFZ around Igiugig"
38.513302,27.010799,"Çiğli Airport","1872 meter radius level 2 NFZ around "
35.25766,-113.94192,"Kingman Airport","1637 meter radius level 2 NFZ around Kingman"
8.130416,124.214781,"Iligan Airport","823 meter radius level 2 NFZ around "
7.681254,-76.684257,"Chigorodó Airport","341 meter radius level 2 NFZ around Chigorodó"
-25.736089,-54.472895,"Cataratas Del Iguazú International Airport","2079 meter radius level 2 NFZ around Puerto Iguazu"
48.715557,11.533889,"Ingolstadt Manching Airport","1915 meter radius level 2 NFZ around Manching"
43.322091,45.01295,"Magas Airport","1984 meter radius level 2 NFZ around Magas"
-25.59543,-54.488999,"Cataratas International Airport","2254 meter radius level 2 NFZ around Foz Do Iguaçu"
-25.998149,32.929259,"Inhaca Airport","413 meter radius level 2 NFZ around Inhaca"
-22.40686,46.16544,"Ihosy Airport","870 meter radius level 2 NFZ around Ihosy"
27.235844,60.720545,"Iran Shahr Airport","1298 meter radius level 2 NFZ around Iranshahr"
53.092983,-9.567909,"Inishmaan Aerodrome Airport","335 meter radius level 2 NFZ around Inis Meáin"
-4.498762,154.225654,"Nissan Island Airport","1157 meter radius level 2 NFZ around Nissan Island"
56.836514,53.463855,"Izhevsk Airport","1563 meter radius level 2 NFZ around Izhevsk"
-28.368452,-53.846371,"Ijuí Airport","806 meter radius level 2 NFZ around Ijuí"
35.415715,51.144889,"Imam Khomeini International Airport","4524 meter radius level 2 NFZ around Tehran"
36.223847,-81.101035,"Wilkes County Airport","1117 meter radius level 2 NFZ around North Wilkesboro"
41.071262,-87.846943,"Greater Kankakee Airport","1180 meter radius level 2 NFZ around Kankakee"
52.9415,-168.849582,"Nikolski Air Station Airport","612 meter radius level 2 NFZ around Nikolski"
71.698071,128.901473,"Tiksi Airport","1666 meter radius level 2 NFZ around Tiksi"
52.268501,104.386257,"Irkutsk Airport","2628 meter radius level 2 NFZ around Irkutsk"
31.085947,-97.685985,"Skylark Field Airport","975 meter radius level 2 NFZ around Killeen"
56.05165,-95.619246,"Ilford Airport","783 meter radius level 2 NFZ around Ilford"
39.678997,-75.606938,"New Castle Airport","1607 meter radius level 2 NFZ around Wilmington"
59.756395,-154.912391,"Iliamna Airport","1255 meter radius level 2 NFZ around Iliamna"
-19.583401,48.802924,"llaka Est Airport","644 meter radius level 2 NFZ around Ilaka"
45.117054,-95.131806,"Willmar Municipal -John L Rice Field Airport","1124 meter radius level 2 NFZ around Willmar"
34.266804,-77.91037,"Wilmington International Airport","1574 meter radius level 2 NFZ around Wilmington"
39.430701,-83.79499,"Wilmington Airpark Airport","2255 meter radius level 2 NFZ around Wilmington"
10.83221,122.493604,"Iloilo International Airport","1702 meter radius level 2 NFZ around Iloilo City"
-22.588532,167.455205,"Île des Pins Airport","796 meter radius level 2 NFZ around Île des Pins"
-17.69259,-71.343145,"Ilo Airport","1483 meter radius level 2 NFZ around Ilo"
8.439281,4.49337,"Ilorin International Airport","2075 meter radius level 2 NFZ around Ilorin"
-2.909858,38.07186,"Kilaguni Airport","1311 meter radius level 2 NFZ around Kilaguni"
55.683202,-6.259242,"Islay Airport","789 meter radius level 2 NFZ around Port Ellen"
49.232568,18.615103,"Žilina Airport","700 meter radius level 2 NFZ around Žilina"
24.760036,93.898326,"Imphal Airport","1835 meter radius level 2 NFZ around Imphal"
29.970678,81.819132,"Simikot Airport","451 meter radius level 2 NFZ around Simikot"
40.508709,-101.618878,"Imperial Municipal Airport","1073 meter radius level 2 NFZ around Imperial"
26.430151,-81.398227,"Immokalee Regional Airport","1452 meter radius level 2 NFZ around Immokalee"
5.002485,25.102131,"Zemio Airport","471 meter radius level 2 NFZ around Zemio"
-5.531024,-47.459887,"Prefeito Renato Moreira Airport","1103 meter radius level 2 NFZ around Imperatriz"
45.819409,-88.114793,"Ford Airport","1218 meter radius level 2 NFZ around Iron Mountain / Kingsford"
66.055556,60.111389,"Inta Airport","1178 meter radius level 2 NFZ around Inta"
36.815751,-118.204326,"Independence Airport","803 meter radius level 2 NFZ around Independence"
38.324175,106.390045,"Yinchuan Airport","6000 meter radius level 2 NFZ around Yinchuan"
39.716858,-86.295593,"Indianapolis International Airport","2833 meter radius level 2 NFZ around Indianapolis"
19.561978,5.748152,"In Guezzam Airport","1414 meter radius level 2 NFZ around In Guezzam"
-23.876308,35.408237,"Inhambane Airport","844 meter radius level 2 NFZ around Inhambabe"
43.335849,21.855326,"Nis Airport","1364 meter radius level 2 NFZ around Nis"
-25.849623,148.549108,"Injune Airport","865 meter radius level 2 NFZ around Injune"
31.778171,-103.203496,"Winkler County Airport","1342 meter radius level 2 NFZ around Wink"
48.566113,-93.403053,"Falls International Airport","1307 meter radius level 2 NFZ around International Falls"
-27.696939,140.739763,"Innamincka Airport","789 meter radius level 2 NFZ around Innamincka"
47.260512,11.347319,"Innsbruck Airport","1403 meter radius level 2 NFZ around Innsbruck"
-1.946713,18.285388,"Inongo Airport","758 meter radius level 2 NFZ around Inongo"
53.064455,-9.511007,"Inisheer Aerodrome Airport","318 meter radius level 2 NFZ around Inis Oírr"
36.588215,-115.679878,"Creech Air Force Base Airport","2290 meter radius level 2 NFZ around Indian Springs"
36.133274,-80.221861,"Smith Reynolds Airport","1597 meter radius level 2 NFZ around Winston Salem"
57.542414,-4.04843,"Inverness Airport","1179 meter radius level 2 NFZ around Inverness"
35.020962,-110.723465,"Winslow Lindbergh Regional Airport","1657 meter radius level 2 NFZ around Winslow"
27.252874,2.511354,"In Salah Airport","1968 meter radius level 2 NFZ around In Salah"
39.697222,20.821944,"Ioannina Airport","1335 meter radius level 2 NFZ around Ioannina"
54.083252,-4.62406,"Isle of Man Airport","1129 meter radius level 2 NFZ around Castletown"
1.590205,18.046742,"Impfondo Airport","1112 meter radius level 2 NFZ around Impfondo"
53.106265,-9.653744,"Inishmore Aerodrome Airport","398 meter radius level 2 NFZ around Inis Mór"
-14.815627,-39.032865,"Bahia - Jorge Amado Airport","908 meter radius level 2 NFZ around Ilhéus"
41.639123,-91.548773,"Iowa City Municipal Airport","956 meter radius level 2 NFZ around Iowa City"
-27.16486,-109.42176,"Mataveri Airport","1723 meter radius level 2 NFZ around Isla De Pascua"
7.785596,122.601248,"Ipil Airport","767 meter radius level 2 NFZ around Ipil"
-2.939514,-69.693887,"Ipiranga Airport","992 meter radius level 2 NFZ around Santo Antônio Do Içá"
4.567652,101.091449,"Sultan Azlan Shah Airport","1219 meter radius level 2 NFZ around Ipoh"
32.834168,-115.579656,"Imperial County Airport","1272 meter radius level 2 NFZ around Imperial"
-19.470612,-42.487496,"Usiminas Airport","1248 meter radius level 2 NFZ around Ipatinga"
41.243529,-76.923449,"Williamsport Regional Airport","1235 meter radius level 2 NFZ around Williamsport"
-14.173709,-39.684549,"Ipiaú Airport","660 meter radius level 2 NFZ around Ipiaú"
33.792478,42.44072,"Al Asad Air Base Airport","3769 meter radius level 2 NFZ around Hīt"
38.14957,85.532577,"Qiemo Airport","6000 meter radius level 2 NFZ around Qiemo"
35.803899,107.598061,"Qingyang Airport","6000 meter radius level 2 NFZ around Qingyang"
-3.784722,-73.308611,"Coronel FAP Francisco Secada Vignetta International Airport","1344 meter radius level 2 NFZ around Iquitos"
-10.449535,161.897877,"Ngorangora Airport","823 meter radius level 2 NFZ around Kirakira"
30.905834,-101.891945,"Iraan Municipal Airport","969 meter radius level 2 NFZ around Iraan"
24.154593,89.047496,"Ishurdi Airport","1281 meter radius level 2 NFZ around Ishurdi"
-11.339815,-41.846913,"Irecê Airport","863 meter radius level 2 NFZ around Irecê"
-12.787455,143.305797,"Lockhart River Airport","1101 meter radius level 2 NFZ around Lockhart"
-7.667649,35.752993,"Iringa Airport","1113 meter radius level 2 NFZ around Nduli"
-32.904529,-60.784658,"Capitan V A Almonacid Airport","1704 meter radius level 2 NFZ around La Rioja"
40.092282,-92.544121,"Kirksville Regional Airport","1291 meter radius level 2 NFZ around Kirksville"
10.236814,22.71633,"Birao Airport","946 meter radius level 2 NFZ around Birao"
2.827597,27.5878,"Matari Airport","1407 meter radius level 2 NFZ around "
41.812668,-85.438154,"Kirsch Municipal Airport","1097 meter radius level 2 NFZ around Sturgis"
-20.666147,139.489336,"Mount Isa Airport","1440 meter radius level 2 NFZ around Mount Isa"
33.607891,73.100403,"Benazir Bhutto International Airport","3287 meter radius level 2 NFZ around Islamabad"
62.061484,-163.301257,"St. Mary's Airport","1076 meter radius level 2 NFZ around St. Mary's"
24.397406,124.246187,"Ishigaki Airport","1274 meter radius level 2 NFZ around Ishigaki"
-24.260125,144.425707,"Isisford Airport","1053 meter radius level 2 NFZ around Isisford"
21.245784,-86.739973,"Isla Mujeres Airport","676 meter radius level 2 NFZ around "
19.964925,73.809102,"Gandhinagar Airport","1065 meter radius level 2 NFZ around Nashik"
28.29027,-81.437064,"Kissimmee Gateway Airport","1328 meter radius level 2 NFZ around Kissimmee"
48.17858,-103.642317,"Sloulin Field International Airport","1450 meter radius level 2 NFZ around Williston"
35.330487,-77.609016,"Kinston Regional Airport","2181 meter radius level 2 NFZ around Kinston, NC"
43.963339,-69.712504,"Wiscasset Airport","849 meter radius level 2 NFZ around Wiscasset"
40.98299,28.810442,"Atatürk International Airport","1975 meter radius level 2 NFZ around Istanbul"
35.5608,45.314716,"Sulaymaniyah International Airport","1895 meter radius level 2 NFZ around Sulaymaniyah"
44.360709,-89.83799,"Alexander Field Airport","1158 meter radius level 2 NFZ around Wisconsin Rapids"
-3.126392,-58.481452,"Itacoatiara Airport","968 meter radius level 2 NFZ around Itacoatiara"
-4.242004,-56.002181,"Itaituba Airport","1148 meter radius level 2 NFZ around Itaituba"
42.491118,-76.459917,"Ithaca Tompkins Regional Airport","1262 meter radius level 2 NFZ around Ithaca"
34.784443,135.439163,"Osaka International Airport","2011 meter radius level 2 NFZ around Osaka"
19.720854,-155.046494,"Hilo International Airport","2150 meter radius level 2 NFZ around Hilo"
-29.171838,-56.537217,"Itaqui Airport","781 meter radius level 2 NFZ around Itaqui"
-19.078346,-169.925808,"Niue International Airport","1594 meter radius level 2 NFZ around Alofi"
-46.414604,168.313941,"Invercargill Airport","1255 meter radius level 2 NFZ around Invercargill"
42.83886,19.862806,"Berane Airport","1003 meter radius level 2 NFZ around Berane"
68.60839,27.409624,"Ivalo Airport","1487 meter radius level 2 NFZ around Ivalo"
-29.888026,151.144937,"Inverell Airport","1276 meter radius level 2 NFZ around Inverell"
-17.841568,129.643331,"Inverway Airport","707 meter radius level 2 NFZ around Inverway"
46.527222,-90.131389,"Gogebic Iron County Airport","1289 meter radius level 2 NFZ around Ironwood"
34.676357,131.790862,"Iwami Airport","1251 meter radius level 2 NFZ around Masuda"
24.784707,141.323702,"Iwo Jima Airport","1466 meter radius level 2 NFZ around "
29.818032,-95.671881,"West Houston Airport","713 meter radius level 2 NFZ around Houston, TX"
23.887391,91.238315,"Agartala Airport","1349 meter radius level 2 NFZ around Agartala"
26.682009,88.329145,"Bagdogra Airport","1823 meter radius level 2 NFZ around Siliguri"
30.672736,76.788942,"Chandigarh Airport","1768 meter radius level 2 NFZ around Chandigarh"
25.437601,81.736125,"Allahabad Airport","1502 meter radius level 2 NFZ around Allahabad"
12.955864,74.886588,"Mangalore International Airport","1804 meter radius level 2 NFZ around Mangalore"
15.85909,74.617298,"Belgaum Airport","1267 meter radius level 2 NFZ around Belgaum"
24.308677,92.006628,"Kailashahar Airport","674 meter radius level 2 NFZ around "
27.295091,94.096896,"North Lakhimpur Airport","1259 meter radius level 2 NFZ around Lilabari"
33.877897,74.977863,"Jammu Airport","2138 meter radius level 2 NFZ around Jammu"
21.316829,70.269618,"Keshod Airport","838 meter radius level 2 NFZ around "
9.835629,78.090416,"Madurai Airport","1370 meter radius level 2 NFZ around Madurai"
24.061773,91.603843,"Khowai Airport","695 meter radius level 2 NFZ around Khowai"
24.133055,91.8125,"Kamalpur Airport","1019 meter radius level 2 NFZ around "
23.316628,85.323506,"Birsa Munda Airport","1609 meter radius level 2 NFZ around Ranchi"
24.914425,92.979867,"Silchar Airport","1482 meter radius level 2 NFZ around Silchar"
19.864471,75.396131,"Aurangabad Airport","1735 meter radius level 2 NFZ around Aurangabad"
28.176639,94.804976,"Along Airport","647 meter radius level 2 NFZ around "
22.813444,86.168808,"Jamshedpur Airport","646 meter radius level 2 NFZ around "
23.112661,70.100755,"Kandla Airport","1163 meter radius level 2 NFZ around Kandla"
11.639846,92.72991,"Vir Savarkar International Airport","1868 meter radius level 2 NFZ around Port Blair"
35.658227,-117.830131,"Inyokern Airport","1419 meter radius level 2 NFZ around Inyokern"
-21.513417,-43.17169,"Zona da Mata Regional Airport","1548 meter radius level 2 NFZ around Juiz de Fora"
35.414456,132.888843,"Izumo Airport","1229 meter radius level 2 NFZ around Izumo-shi"
49.804895,19.001989,"Bialla Airport","426 meter radius level 2 NFZ around Bialla, Matalilu, Ewase"
44.387253,6.608652,"Barcelonnette - Saint-Pons Airport","560 meter radius level 2 NFZ around Le Castellet"
16.37514,120.619596,"Loakan Airport","1012 meter radius level 2 NFZ around Baguio City"
26.270832,50.633621,"Bahrain International Airport","2533 meter radius level 2 NFZ around Manama"
9.163251,-83.330207,"Buenos Aires Airport","515 meter radius level 2 NFZ around Punta Arenas"
-8.746802,115.167989,"Bandar Udara Internasional Ngurah Rai","1762 meter radius level 2 NFZ around Bali"
37.931036,41.116467,"Batman Airport","2037 meter radius level 2 NFZ around Batman"
40.599045,-116.874336,"Battle Mountain Airport","1659 meter radius level 2 NFZ around Battle Mountain"
17.386389,102.788333,"Udorn Royal Thai Air Force Base","2073 meter radius level 2 NFZ around Udon Thani"
10.889481,-74.779421,"Ernesto Cortissoz International Airport","1751 meter radius level 2 NFZ around Barranquilla"
-6.990477,155.885915,"Ballalae Airport","896 meter radius level 2 NFZ around Ballalae"
